"sbj" "actindx" "actname" "timebodyacc-mean-x" "timebodyacc-mean-y" "timebodyacc-mean-z" "timegravityacc-mean-x" "timegravityacc-mean-y" "timegravityacc-mean-z" "timebodyaccjerk-mean-x" "timebodyaccjerk-mean-y" "timebodyaccjerk-mean-z" "timebodygyro-mean-x" "timebodygyro-mean-y" "timebodygyro-mean-z" "timebodygyrojerk-mean-x" "timebodygyrojerk-mean-y" "timebodygyrojerk-mean-z" "timebodyaccmag-mean" "timegravityaccmag-mean" "timebodyaccjerkmag-mean" "timebodygyromag-mean" "timebodygyrojerkmag-mean" "freqbodyacc-mean-x" "freqbodyacc-mean-y" "freqbodyacc-mean-z" "freqbodyacc-meanfreq-x" "freqbodyacc-meanfreq-y" "freqbodyacc-meanfreq-z" "freqbodyaccjerk-mean-x" "freqbodyaccjerk-mean-y" "freqbodyaccjerk-mean-z" "freqbodyaccjerk-meanfreq-x" "freqbodyaccjerk-meanfreq-y" "freqbodyaccjerk-meanfreq-z" "freqbodygyro-mean-x" "freqbodygyro-mean-y" "freqbodygyro-mean-z" "freqbodygyro-meanfreq-x" "freqbodygyro-meanfreq-y" "freqbodygyro-meanfreq-z" "freqbodyaccmag-mean" "freqbodyaccmag-meanfreq" "freqbodybodyaccjerkmag-mean" "freqbodybodyaccjerkmag-meanfreq" "freqbodybodygyromag-mean" "freqbodybodygyromag-meanfreq" "freqbodybodygyrojerkmag-mean" "freqbodybodygyrojerkmag-meanfreq"
15 3 "WALKING_DOWNSTAIRS" 0.22346815 -0.02716076 -0.057028922 0.9174151 -0.14357675 0.012922706 0.41381939 -0.028249219 -0.41081079 0.086454645 -0.25827058 0.17626074 0.027731403 0.4804866 0.19925936 0.45833684 0.45833684 0.15837243 0.17785304 -0.36462851 0.36985973 0.31245205 -0.11849755 -0.32222183 -0.052575625 0.68799965 0.29415042 0.14000644 -0.105171 -0.24539782 -0.19579392 0.1368644 0.059314126 -0.10505123 -0.083730182 -0.46620024 0.038619783 0.10494453 0.41416087 0.031512383 0.35801236 -0.15206733 -0.234991 -0.11631119 -0.43807708 -0.33439881
15 3 "WALKING_DOWNSTAIRS" 0.34539987 -0.015546834 -0.097301666 0.90559259 -0.15585778 0.026207627 0.12360649 0.051418525 -0.13804536 0.43621945 -0.23867702 0.22478487 0.043396022 -0.18860847 -0.25357237 0.40900542 0.40900542 0.067965457 -0.051559522 -0.42842908 0.14353023 0.24389256 -0.20743206 -0.59810281 -0.0018584063 0.41058549 0.0017533348 0.11379964 -0.21928283 -0.45794429 -0.30531623 0.044650015 -0.24981634 -0.29287953 -0.1967055 -0.12529225 -0.12460187 -0.058346417 0.30145914 -0.16056894 0.12557224 0.15613752 -0.30489979 -0.0010750114 -0.51586133 -0.014652704
15 3 "WALKING_DOWNSTAIRS" 0.26397042 0.024480345 -0.11050874 0.94193562 -0.17900846 0.054073519 -0.33734857 0.11375634 0.050271361 -0.50394663 0.23943381 -0.0055057955 -0.062857726 -0.29387555 -0.035659652 0.33871442 0.33871442 -0.046790408 -0.10251654 -0.52368885 0.17413423 -0.0091907655 -0.34973929 -0.40084241 -0.063821445 0.23707815 -0.035395157 -0.16087774 -0.39112759 -0.56349092 -0.41699255 -0.010398993 -0.40521158 -0.36115149 -0.30313216 -0.29074172 -0.20577058 -0.32006935 0.30988286 0.0022657279 0.018296875 -0.192992 -0.47897617 -0.039411116 -0.587413 0.2717763
15 3 "WALKING_DOWNSTAIRS" 0.40231295 -0.0084513884 -0.13481634 0.94554525 -0.15854245 0.043711342 0.57670803 -0.52624461 -0.17465989 -0.61307189 0.12829285 0.025371671 -0.085257307 0.18051972 -0.057729327 0.4454696 0.4454696 -0.0030582603 -0.0042377372 -0.5006757 0.32322515 0.35757434 -0.29956881 -0.3793476 0.24401871 0.24519215 0.028102906 0.027448303 -0.36160726 -0.57832934 -0.23982959 -0.09124677 -0.33423077 -0.32938476 -0.23152537 -0.40496365 0.022677264 -0.2312976 0.4075182 0.012439287 0.067415404 -0.24336239 -0.32981948 0.014373609 -0.56842274 -0.10454917
15 3 "WALKING_DOWNSTAIRS" 0.37038809 -0.025614247 -0.16996761 0.95827472 -0.14750564 0.025295777 0.40997617 -0.08226737 -0.067544682 -0.52078559 0.01199373 0.085520403 -0.029486087 0.17237638 0.12785703 0.35528073 0.35528073 0.00031570143 -0.03219075 -0.47790426 0.25034464 0.36380958 -0.28775324 -0.41875619 -0.061422176 0.14332489 0.053244214 0.18395795 -0.35530871 -0.31556985 -0.37401025 -0.15412368 -0.223783 -0.31629649 -0.20933781 -0.37407175 -0.15059762 -0.13503917 0.44825647 -0.035725456 0.19016886 -0.11776922 -0.3105144 -0.19907533 -0.50355371 0.034457912
15 3 "WALKING_DOWNSTAIRS" 0.15219011 0.0095642345 -0.15422123 0.95730169 -0.14489138 0.012847348 -0.30139634 0.4655079 0.31674304 -0.06960852 -0.023666059 0.11912078 -0.31698137 -0.34635015 -0.062875854 0.28101339 0.28101339 -0.001840488 -0.23639434 -0.46383736 0.14901654 0.38454102 -0.27796839 -0.19824638 0.36618642 0.23168389 0.07803884 0.2537101 -0.26130495 -0.13922239 -0.13688179 0.087580729 -0.28917734 -0.34013067 -0.24936725 -0.17880881 0.02760481 -0.076155717 0.32777219 0.09341803 0.170585 -0.026503462 -0.46539442 -0.03891874 -0.52106809 0.1987263
15 3 "WALKING_DOWNSTAIRS" 0.26030422 -0.029671894 -0.094671453 0.94132102 -0.14913732 0.0041971582 0.0042661772 0.058257973 0.16991013 -0.077275155 -0.018900294 0.025110685 0.080216679 0.0098392041 0.028038087 0.33222242 0.33222242 0.016508032 -0.10051881 -0.44549223 0.19382655 0.2252375 -0.18797724 -0.4498633 -0.064611669 0.32007282 0.10435733 0.059558915 -0.23433319 -0.26887275 -0.32439099 -0.16802861 -0.14694298 -0.36731879 -0.24087531 -0.40064146 -0.18221063 0.018675982 0.38317204 -0.029063307 0.22829681 0.0774075 -0.35127998 -0.25556424 -0.57505756 0.14655263
15 3 "WALKING_DOWNSTAIRS" 0.3795914 -0.053781315 -0.037593448 0.93129939 -0.1583575 0.00045383497 0.23386371 0.53893778 -0.053257627 0.12890858 -0.19386704 0.10349266 0.33977768 0.0019775687 -0.011426484 0.51014627 0.51014627 0.15511372 -0.011897552 -0.43673756 0.38442575 0.54159356 -0.20135059 -0.53718527 0.076871944 0.37371286 0.14434136 0.22773004 -0.18534573 -0.31985059 -0.43260626 0.0051264964 0.12562702 -0.39024864 -0.18651781 -0.094691367 -0.16739527 -0.037564651 0.46680533 -0.056206557 0.28516104 0.12204457 -0.31774958 -0.18422795 -0.54314481 0.20132368
15 3 "WALKING_DOWNSTAIRS" 0.20473933 0.02611972 -0.091784969 0.92658832 -0.15549845 0.01476568 0.20829859 0.15501241 -0.2640993 0.44966144 -0.20686498 0.23306729 -0.25118246 -0.025045663 -0.23497359 0.41738854 0.41738854 0.11933511 -0.12128101 -0.43271355 0.23369585 0.26282847 -0.17278842 -0.5215909 0.0089628988 0.63442262 0.079757363 0.085448217 -0.14648629 -0.27458892 -0.41384003 0.29856729 -0.2662256 -0.45283682 -0.12416629 -0.08596308 0.11871467 0.066739064 0.36968888 -0.038045417 0.11059604 0.085275799 -0.31638086 0.093470827 -0.48082004 0.28253847
15 2 "WALKING_UPSTAIRS" 0.21449655 -0.10637373 -0.060978722 0.95166217 -0.24683399 0.10276107 0.13108148 -0.49973134 -0.072483068 0.49735611 -0.44658119 0.22913485 -0.044028547 -0.29287409 -0.072018614 0.02775299 0.02775299 -0.2791769 -0.041584348 -0.67086423 0.036161875 -0.10639593 -0.49788552 -0.52036581 0.22433239 -0.60966627 -0.069218338 -0.39823587 -0.70777072 -0.44052067 -0.58993607 -0.4221866 -0.44288299 -0.35377028 -0.55611923 -0.52104324 -0.39351631 -0.39730735 -0.094406211 -0.0047425792 -0.11493132 0.16595978 -0.40977594 -0.40824835 -0.70400833 -0.11524677
15 2 "WALKING_UPSTAIRS" 0.24083536 -0.080723977 -0.068140871 0.9228927 -0.29321458 0.10038488 0.0012773851 0.13428412 -0.20256595 0.35398418 -0.49968215 0.09099726 0.093472872 -0.42009135 -0.15247622 0.0772502 0.0772502 -0.21087724 -0.11531857 -0.64414274 -0.042087142 -0.098498166 -0.44210337 -0.48290505 -0.13988145 -0.41912863 -0.10084804 -0.29645699 -0.69070121 -0.33767519 -0.53257592 -0.56729192 -0.30360604 -0.31513351 -0.60400047 -0.26473194 -0.32673974 -0.075106871 -0.099462438 0.0076425987 -0.16747154 0.18958469 -0.33169429 -0.21362457 -0.69491317 -0.019441686
15 2 "WALKING_UPSTAIRS" 0.24848896 0.018845855 -0.096840708 0.90312286 -0.31729009 0.088821493 -0.14594855 0.40609475 -0.23361153 0.48491909 -0.54343263 0.14397061 -0.14412161 0.014276743 -0.067906423 0.013067724 0.013067724 -0.3180074 -0.036029608 -0.67568143 -0.078698729 -0.061767259 -0.41546454 -0.56201094 0.063305601 -0.31395534 -0.28076205 -0.35666247 -0.67357819 -0.58790955 -0.65545815 -0.60042414 -0.42170976 -0.51554237 -0.59388085 -0.44223635 -0.65876316 -0.25187272 -0.12557747 -0.088061557 -0.27776066 -0.1246795 -0.43698499 -0.44137386 -0.7295291 0.2303116
15 2 "WALKING_UPSTAIRS" 0.26668265 0.0092141106 -0.1287345 0.91752482 -0.29984671 0.095791128 0.65231734 -0.27627959 -0.20268752 0.1643159 -0.27637581 0.090511652 -0.41184598 0.20484573 0.024196193 0.038374632 0.038374632 -0.28310196 -0.15215804 -0.66434839 0.001110919 -0.055171066 -0.39051141 -0.36764185 -0.073242036 -0.3766331 -0.24236065 -0.2584545 -0.66146852 -0.48551744 -0.48553318 -0.35614209 -0.19202167 -0.42285542 -0.57820299 -0.099112506 -0.50173181 -0.096575846 -0.18458094 -0.099647067 -0.28715657 0.0897076 -0.40846463 -0.1581921 -0.73010444 0.2631932
15 2 "WALKING_UPSTAIRS" 0.35754626 -0.042409886 -0.17904017 0.92368082 -0.30197901 0.10992539 0.44800393 -0.17491571 0.21357658 0.068299494 -0.21947268 0.092274489 -0.36829753 0.21300566 0.013891732 0.11389874 0.11389874 -0.19991176 -0.09499742 -0.62448972 0.14867814 -0.053922101 -0.43596674 -0.41789953 -0.16344465 -0.28400678 -0.14852663 -0.2528273 -0.65422362 -0.52148997 -0.37887695 -0.35456239 -0.1477999 -0.32901394 -0.51160523 -0.2285607 -0.44607044 -0.20412498 -0.11806262 -0.053730115 -0.27491941 0.24301082 -0.23578521 -0.50966207 -0.69801178 0.029751534
15 2 "WALKING_UPSTAIRS" 0.38400636 -0.046815989 -0.15812132 0.91223753 -0.32205164 0.10616218 -0.42681449 0.050221868 0.27656205 -0.056535292 0.022262133 0.065381807 -0.30025088 0.30593061 -0.1073843 0.063615162 0.063615162 -0.21268409 -0.053017112 -0.6212638 0.068294543 -0.022047297 -0.45276273 -0.46642415 -0.19695825 -0.22792556 -0.11885336 -0.22884755 -0.67999129 -0.42247703 -0.33768784 -0.56979302 -0.13253458 -0.32161953 -0.49604873 -0.43140533 -0.30797258 -0.31199408 -0.092338107 0.01362652 -0.26107346 0.12630599 -0.15966999 -0.2900585 -0.70144389 -0.12823351
15 2 "WALKING_UPSTAIRS" 0.19973788 -0.021133873 -0.1186878 0.908963 -0.32937639 0.093973572 -0.17777086 0.19460671 0.098167311 -0.50536071 0.4674631 -0.054435538 -0.14307323 -0.042231148 -0.13095019 -0.010235197 -0.010235197 -0.27172504 -0.11565541 -0.65182359 -0.068467757 -0.10498942 -0.58427822 -0.45879949 0.0089619631 -0.4965184 -0.27048173 -0.24889838 -0.7643387 -0.36248567 -0.33897913 -0.46954201 -0.49508546 -0.50469031 -0.54525343 -0.33083751 -0.70159009 -0.11052749 -0.1740006 -0.073434258 -0.37129519 0.22062767 -0.46466113 -0.47044138 -0.76019837 0.00022944291
15 2 "WALKING_UPSTAIRS" 0.16088695 0.027137849 -0.074331276 0.91872097 -0.32878997 0.085040541 0.24017392 0.29761294 0.14745891 -0.38525577 0.31627486 0.0077259808 0.20055375 -0.34410428 0.11185083 -0.066910881 -0.066910881 -0.36209563 -0.21849055 -0.68029705 -0.13789518 -0.19859318 -0.59025139 -0.66708876 0.073422038 -0.3718758 -0.32706528 -0.38253396 -0.77567912 -0.52501767 -0.44458277 -0.37941061 -0.34771798 -0.4051826 -0.5951032 0.094451256 -0.35923611 -0.0077964676 -0.24663808 -0.15452468 -0.42558361 0.060828349 -0.36799755 -0.076040523 -0.76929502 0.0069466522
15 2 "WALKING_UPSTAIRS" 0.274601 -0.056025911 -0.084486671 0.94528585 -0.26981492 0.11549394 0.34777934 -0.3328959 0.041763886 0.57203727 -0.41162174 0.25022029 -0.26617206 -0.052441306 -0.029415148 0.061403594 0.061403594 -0.24804418 0.029207191 -0.63444482 0.096159761 0.0071093296 -0.42515147 -0.34525837 0.01471551 -0.51159614 -0.064012314 -0.28898465 -0.64287895 -0.32456978 -0.57622564 -0.35974598 -0.39755395 -0.39841356 -0.55187969 -0.20498913 -0.61432826 -0.2463634 0.015066547 0.031057283 -0.095983924 0.07849668 -0.48112087 -0.42625278 -0.6817935 -0.10759683
15 2 "WALKING_UPSTAIRS" 0.26097738 -0.070693963 -0.053789477 0.92630285 -0.29786004 0.11275 0.20138135 0.070727254 -0.11164188 0.41487047 -0.43111064 0.15367265 0.18172655 -0.37893242 -0.13189309 0.068546111 0.068546111 -0.20139242 -0.091892692 -0.60105307 0.029473427 -0.12243541 -0.43094651 -0.45098675 -0.24012971 -0.36465773 -0.045343841 -0.31975469 -0.62523288 -0.45698472 -0.47155244 -0.36947793 -0.35178551 -0.2795715 -0.60791955 0.035154554 -0.2993908 -0.11079659 -0.084447501 0.063047985 -0.029402112 0.18948398 -0.38035304 -0.17359925 -0.66608896 0.060426066
15 2 "WALKING_UPSTAIRS" 0.23723758 -0.0078313227 -0.074141204 0.90619961 -0.31614288 0.10385515 -0.29485462 0.32308053 -0.38254233 0.47066994 -0.56617341 0.15001209 -0.027434297 -0.28786819 -0.14873932 0.04170365 0.04170365 -0.26025069 -0.041443717 -0.6394531 0.050867629 -0.097186212 -0.36019092 -0.20801786 0.0016310619 -0.14234682 -0.042476286 -0.35498376 -0.66485655 -0.18259278 -0.38763206 -0.49890523 -0.40238441 -0.35856552 -0.55659746 -0.30782019 -0.25626069 -0.090568518 -0.17479877 -0.010572431 -0.036688122 0.32196868 -0.3872867 -0.23264577 -0.69499459 0.092398814
15 2 "WALKING_UPSTAIRS" 0.19529214 -0.0077775094 -0.13841094 0.91043984 -0.30065634 0.10594882 0.055091775 0.027534687 -0.17789782 0.24850257 -0.38597712 0.11177441 -0.34274542 0.13170105 -0.074130573 0.032232458 0.032232458 -0.27616272 -0.10122818 -0.6396568 -0.085729518 -0.063748248 -0.45160413 -0.59206903 -0.11971652 -0.38953423 -0.21904944 -0.23050801 -0.69219817 -0.42819286 -0.33356287 -0.43344945 -0.25694336 -0.41781855 -0.57827678 -0.22199548 -0.60541198 -0.21616265 -0.15321771 0.045295127 -0.12435751 0.099091346 -0.34532368 -0.23592446 -0.72176578 0.067617448
15 2 "WALKING_UPSTAIRS" 0.16603143 -0.023476755 -0.16153149 0.91106181 -0.30423792 0.10746063 0.4545413 0.048873316 -0.092649195 0.089631229 -0.28439478 0.051012511 -0.12306585 0.058497833 -0.24229337 0.023789982 0.023789982 -0.24741833 -0.14887227 -0.60852969 -0.05954581 -0.056000621 -0.48365604 -0.43503337 -0.18689481 -0.4090885 -0.16289315 -0.25990395 -0.70090682 -0.34056986 -0.48917269 -0.43807984 -0.32103277 -0.39824551 -0.46987439 -0.43899859 -0.66160389 0.056534971 -0.12360047 0.0055043884 -0.16979354 0.035341114 -0.33718814 -0.40428282 -0.70447241 0.01379186
15 2 "WALKING_UPSTAIRS" 0.41737248 -0.032964119 -0.16672636 0.89850013 -0.31885798 0.10586415 0.23379351 -0.086716129 0.17397679 -0.010978284 -0.10184336 0.046863285 -0.23310385 0.18166662 -0.25503313 0.09454565 0.09454565 -0.19192167 -0.16231818 -0.56438321 0.045569206 -0.11491637 -0.4598054 -0.54272341 -0.092286024 -0.24031602 -0.11424777 -0.31295032 -0.65506622 -0.47962895 -0.35181851 -0.32209123 -0.25235144 -0.34195634 -0.45994958 -0.39944843 -0.51905267 0.13459602 -0.10010553 0.042156137 -0.12142243 0.081017914 -0.29479999 -0.29343858 -0.69272062 0.093988305
15 2 "WALKING_UPSTAIRS" 0.39359213 -0.028792141 -0.14006123 0.90244005 -0.32095719 0.098832701 -0.43149036 -0.06397544 0.30168138 -0.42420293 0.41455847 -0.025343462 -0.35561404 0.28789472 0.11918633 0.059969194 0.059969194 -0.22191767 -0.12834847 -0.59151027 0.043681887 -0.1304576 -0.47192428 -0.37536307 0.039568726 -0.044816871 -0.18078707 -0.23994265 -0.68267876 -0.46345499 -0.3352058 -0.16444782 -0.33213606 -0.33478956 -0.52980745 -0.004539625 -0.29666697 0.073199798 -0.13830225 0.0069018247 -0.23574897 0.24785495 -0.35868578 -0.2725396 -0.68954824 0.20349987
15 2 "WALKING_UPSTAIRS" 0.19156832 0.013328428 -0.10517392 0.91093154 -0.31751705 0.094547567 -0.1082973 0.050576855 0.17433751 -0.3865951 0.38475258 0.0041460345 0.010129612 -0.18423246 0.22672188 -0.083309846 -0.083309846 -0.32533124 -0.1572111 -0.65768045 -0.15735118 -0.14266638 -0.5488702 -0.5663971 -0.028577517 -0.38236568 -0.33786662 -0.26623092 -0.72638057 -0.50602241 -0.31137558 -0.19110409 -0.42440341 -0.45354736 -0.49317039 -0.39351362 -0.62221057 0.30966026 -0.23940902 -0.061024096 -0.33331325 0.41170579 -0.41521737 -0.37397479 -0.70612462 0.32546149
15 2 "WALKING_UPSTAIRS" 0.17074896 -0.05163304 -0.1063286 0.94688165 -0.26884845 0.12779378 0.22057724 -0.13100962 0.022853623 0.54557133 -0.36929992 0.19426234 -0.19049646 -0.19338792 -0.11210242 0.053388162 0.053388162 -0.33817932 -0.015307272 -0.66467576 -0.13788788 -0.10254049 -0.40556864 -0.60017093 -0.26900337 -0.66032997 -0.26541013 -0.38209654 -0.69146278 -0.46050611 -0.62110497 -0.33953271 -0.48865858 -0.46719793 -0.48449651 -0.35911859 -0.52506056 -0.20129074 -0.16437053 -0.081236186 -0.25999061 0.033690285 -0.50607023 -0.33890314 -0.7225946 0.10790898
15 2 "WALKING_UPSTAIRS" 0.18164436 -0.045255331 -0.12070402 0.92648425 -0.30631606 0.1190548 0.38901134 -0.12567092 0.064595781 0.33550258 -0.26864833 0.095210769 -0.03571348 -0.51728474 0.036848228 0.087605587 0.087605587 -0.18649367 -0.14587268 -0.58190872 0.027827784 -0.091959227 -0.39596693 -0.3698331 -0.053769757 -0.3049253 -0.10045201 -0.21479695 -0.6065811 -0.50468847 -0.3965387 -0.2198121 -0.46832285 -0.21228211 -0.520652 -0.28378648 -0.053878425 -0.061798706 -0.015014408 0.14803022 -0.14120258 0.19009003 -0.41626152 -0.12053992 -0.66532787 0.33713739
15 2 "WALKING_UPSTAIRS" 0.36260129 -0.004455383 -0.036326008 0.90770217 -0.32691981 0.084543474 -0.123626 -0.10898653 -0.20772341 0.50665041 -0.47376158 0.13190745 -0.0083337591 -0.22376235 -0.025746617 0.036756345 0.036756345 -0.22683693 -0.050327882 -0.61110666 -0.063041926 -0.062926581 -0.39500074 -0.47478443 0.016110204 -0.32300982 -0.15270252 -0.20796598 -0.60246533 -0.44735592 -0.24067951 -0.31868451 -0.37221752 -0.39040441 -0.57298768 -0.35711356 -0.30354156 -0.14515831 -0.11165251 0.044726829 -0.16062025 0.12084527 -0.33153169 -0.2317058 -0.64899005 0.20859763
15 2 "WALKING_UPSTAIRS" 0.27451192 -0.001179001 -0.099413988 0.91242607 -0.30698688 0.090497488 -0.15230372 0.33951081 -0.092682847 0.29711698 -0.38295793 0.11755939 -0.27778551 0.018987677 -0.1277972 -0.0040329615 -0.0040329615 -0.29667654 -0.029886146 -0.65966312 -0.082687559 -0.083382122 -0.46074067 -0.50207737 0.062468796 -0.2947645 -0.2273973 -0.25902491 -0.65089503 -0.43265117 -0.41285127 -0.17841462 -0.2817568 -0.4363913 -0.60454921 -0.42129178 -0.58280753 -0.15112235 -0.18064455 -0.095907402 -0.18544235 0.27885483 -0.40737272 -0.31465732 -0.67656323 0.22841351
15 2 "WALKING_UPSTAIRS" 0.17139425 -0.048288629 -0.11430036 0.91883048 -0.29447671 0.097398493 -0.078197959 0.19712544 -0.25622682 0.037165465 -0.32079387 0.12898501 0.053535183 -0.08831723 -0.15008076 -0.0093067522 -0.0093067522 -0.3399771 -0.083896244 -0.6676719 -0.14717253 -0.15037351 -0.47663817 -0.58938712 -0.09222237 -0.2619206 -0.30556974 -0.34396763 -0.7173105 -0.44408336 -0.62633888 -0.58860134 -0.29033086 -0.43503055 -0.52192975 -0.35861228 -0.76443892 -0.34249152 -0.18768397 -0.12833455 -0.27882596 0.31042986 -0.32963517 -0.37104721 -0.70427975 0.12703307
15 2 "WALKING_UPSTAIRS" 0.21707201 -0.0064940825 -0.15441782 0.91294143 -0.30391396 0.10005164 0.54255558 0.034079971 -0.22522715 0.056032795 -0.23383354 0.10443874 -0.29650426 0.2190474 -0.12681821 -0.0095322615 -0.0095322615 -0.33000429 -0.088586772 -0.63859319 -0.055735354 -0.17685437 -0.42966863 -0.33431211 -0.23930978 -0.31581363 -0.23480888 -0.38107513 -0.6768063 -0.53883341 -0.49823807 -0.61961884 -0.29564754 -0.33924772 -0.52209404 -0.33893746 -0.38363583 -0.27357921 -0.24056627 -0.083486031 -0.23619997 0.24113242 -0.27781834 -0.26665928 -0.62747121 0.25544081
15 2 "WALKING_UPSTAIRS" 0.40705138 -0.0038323498 -0.19013464 0.91010826 -0.30719445 0.098818605 0.32115699 -0.16754968 0.15359114 -0.29743537 0.1240978 -0.020609497 -0.51231667 0.31582767 -0.11192817 0.05681215 0.05681215 -0.21341505 -0.11320445 -0.60594082 -0.020307637 -0.08182925 -0.42862458 -0.42828279 0.0050110317 -0.48985437 -0.19043479 -0.2361315 -0.66145313 -0.40258388 -0.4054441 -0.44336529 -0.13501702 -0.26784986 -0.60883613 0.041645152 -0.29564433 -0.061839889 -0.087321172 0.025225005 -0.13359743 0.28872678 -0.30532331 0.17194684 -0.61676565 0.3773181
15 2 "WALKING_UPSTAIRS" 0.4158003 -0.037561328 -0.1384356 0.91203983 -0.30337219 0.093011828 -0.20074897 -0.04776858 0.30179019 -0.44462263 0.29884028 0.02028127 -0.13796792 0.11718203 -0.11503417 -0.017795085 -0.017795085 -0.2753343 -0.14361273 -0.64431026 -0.040940013 -0.06265883 -0.47598992 -0.51905243 -0.068620853 -0.17187688 -0.19512847 -0.22037338 -0.72699636 -0.46078253 -0.36573884 -0.58790521 -0.48563379 -0.40671527 -0.62706348 -0.25862477 -0.44931667 -0.19165278 -0.099192953 0.095136668 -0.19941977 0.0096461514 -0.38595428 -0.35404683 -0.68236223 0.24121353
16 5 "STANDING" 0.27745213 -0.024159229 -0.094566985 0.95092201 -0.17961817 -0.14646236 0.073313838 -0.00059134079 -0.068561206 -0.040429015 -0.10952663 0.14599423 -0.12888739 -0.066067759 -0.074282605 -0.93819472 -0.93819472 -0.99078782 -0.94935058 -0.99288086 -0.99160372 -0.98509835 -0.92582095 -0.046212589 0.30952852 -0.26363851 -0.99123135 -0.98808494 -0.98480513 0.48604645 0.19315389 0.39263419 -0.95197912 -0.97360223 -0.9752541 0.22272105 0.54200271 -0.046318092 -0.9655963 -0.43790526 -0.98894838 0.35482157 -0.96968252 0.64917924 -0.97546331 -0.17655045
16 5 "STANDING" 0.27053085 -0.020029902 -0.13885019 0.95169092 -0.18309528 -0.14163095 0.074800725 0.014346617 0.013128857 -0.052522474 -0.095828806 0.093946291 -0.09901201 -0.035299322 -0.06864351 -0.96583269 -0.96583269 -0.99192471 -0.96893409 -0.99701326 -0.99502789 -0.9838695 -0.97806531 0.016820858 -0.12147934 -0.2135866 -0.9935328 -0.98829672 -0.98901526 0.49563496 0.21954572 0.012372819 -0.98529265 -0.99124544 -0.98212501 -0.66177859 -0.27637112 0.055402315 -0.98092487 -0.31377853 -0.99430613 0.51571305 -0.98494566 -0.46599347 -0.9973082 0.43685502
16 5 "STANDING" 0.2730532 -0.016826629 -0.12120737 0.9491582 -0.18453603 -0.15301595 0.075879361 0.020579284 0.025563345 -0.036906784 -0.090085292 0.076542823 -0.093696521 -0.041770725 -0.058394471 -0.98048908 -0.98048908 -0.99379412 -0.98671838 -0.99772051 -0.994845 -0.98697185 -0.97635482 0.034453063 0.14101888 -0.005958534 -0.99342529 -0.99265183 -0.98995535 0.35817396 -0.016979378 -0.089529812 -0.99096243 -0.99432614 -0.99381379 -0.07919942 -0.33623888 0.066256211 -0.98324515 0.027543251 -0.99477147 0.32455537 -0.99406177 -0.1366214 -0.99804708 0.40012442
16 5 "STANDING" 0.27327809 -0.021624075 -0.12746232 0.94742063 -0.18476486 -0.15895889 0.077654798 0.011885515 -0.010361344 -0.031510632 -0.082136037 0.076381208 -0.095762083 -0.036020505 -0.054707996 -0.98468659 -0.98468659 -0.99345872 -0.98949435 -0.99761412 -0.99495228 -0.9891075 -0.98486705 -0.051182252 0.065952899 0.1276911 -0.99387813 -0.9903926 -0.98998661 0.35573223 0.12333585 0.016958542 -0.99118277 -0.99333494 -0.99574945 -0.32970068 -0.22345294 0.096397338 -0.98774106 -0.069189611 -0.99283519 0.6292038 -0.99460904 -0.22331871 -0.99891718 0.50107912
16 5 "STANDING" 0.27884544 -0.01878474 -0.11273869 0.94618205 -0.18742678 -0.16542497 0.076644969 0.0065538504 0.0074655984 -0.025794879 -0.066393688 0.07411037 -0.094117887 -0.041468672 -0.050946026 -0.99338553 -0.99338553 -0.99313043 -0.99402413 -0.99694603 -0.99691092 -0.98739858 -0.98456418 -0.031251576 0.35093331 0.15255118 -0.9964346 -0.98715128 -0.98929592 0.22817722 0.20555364 0.13027104 -0.99242389 -0.99747439 -0.99581044 0.20581469 0.32245814 0.54092403 -0.99008209 0.20627533 -0.99400406 0.53892944 -0.99641797 0.22689893 -0.99799878 0.5840249
16 5 "STANDING" 0.27498535 -0.016823289 -0.10932996 0.94645215 -0.18846259 -0.16733716 0.074887592 0.0083191204 -0.00042314085 -0.025541006 -0.066650273 0.077913428 -0.097073104 -0.042743279 -0.053214751 -0.99650042 -0.99650042 -0.99580179 -0.99573557 -0.9972436 -0.99651156 -0.99256107 -0.99189134 -0.030983539 0.45999276 0.10671376 -0.99642233 -0.98995227 -0.99330506 0.33222056 0.44895246 0.043021114 -0.99435528 -0.99765957 -0.99850174 0.17577672 0.45302294 0.55614696 -0.9951549 0.38285627 -0.99637217 0.58280183 -0.99778777 0.56659665 -0.99787747 0.5769868
16 5 "STANDING" 0.27443304 -0.016553969 -0.10832238 0.94569691 -0.18815201 -0.16764315 0.078156747 0.009923473 -0.0071071478 -0.024511222 -0.070542385 0.083541699 -0.10205425 -0.041372347 -0.052419292 -0.99697434 -0.99697434 -0.99551491 -0.99653504 -0.99762471 -0.99783154 -0.99357682 -0.99041496 0.066618976 0.2298633 0.42938776 -0.99708655 -0.99355327 -0.99005746 0.38999837 -0.00078774721 0.42979419 -0.99483122 -0.99771519 -0.99767328 0.45590115 0.34223094 0.22123405 -0.99584246 0.47314771 -0.9969706 0.70356245 -0.99839106 0.53041776 -0.99849295 0.47870742
